37362	TZ
37363	ZA
37364	TZ
37366	AO
37306	ZW
10331	ZA
37367	KE
37368	ZA
37138	ZA
37369	NG
37370	TZ
37371	SO
37373	GH
37374	ZM
37375	ZW
37376	SS
37377	NG
37378	NG
37379	ZA
37380	BW
37381	CI
37382	BW
37383	AO
37384	AO
37385	NE
37386	UG
37387	ZA
37390	GA
37391	ZW
37392	GH
37394	ZA
37395	BW
37398	NG
37399	ZA
37400	NG
37402	ZA
37403	ZA
37404	NG
37405	NG
37406	SS
37407	NG
37408	UG
37409	CG
37410	LR
37411	ZA
37412	ZA
37413	ZA
37414	CD
37415	CD
37416	NG
37417	ZA
37418	SL
37419	TZ
37420	NG
6879	EG
37421	KE
37422	ZA
37423	TZ
37424	BJ
37425	SO
37426	NG
37427	GN
327683	ZA
327684	NG
327685	ZA
327687	UG
327688	ZA
327689	KE
327690	UG
327691	AO
327692	UG
327694	NA
327695	GH
327698	ZA
327699	MG
327700	MZ
327701	ZA
327704	NG
4178	ZA
31856	ZW
37024	ZW
37189	ZW
37428	ZA
37429	BI
37430	GN
37431	CD
37432	AO
37433	NG
37434	LS
37435	NG
37436	MZ
37437	EG
37438	ZA
37439	ZA
37440	MW
37441	ZA
37442	ZW
37443	NG
37444	EG
37445	NG
37446	UG
37447	CD
37448	AO
37449	SL
37450	MA
37452	NG
327707	RW
327708	RW
327709	SC
37453	CD
37454	TZ
37455	MU
36938	NG
37456	SL
37457	ZA
37458	CD
37459	ZA
37460	CF
37461	GN
37462	TD
37463	CG
37465	NG
29544	MR
37466	NG
37467	ET
37468	AO
37469	BI
37470	KE
37471	CI
37472	NG
37473	SO
37474	ZA
37475	CM
37477	MZ
37478	GH
37479	ZA
37480	NG
327710	CI
37481	CG
37482	ZA
37483	CD
37484	ZA
37485	ZW
37486	GH
37487	GQ
37488	ZA
37489	MZ
37490	NG
36898	ZA
37491	ZA
37492	TN
37493	GA
37495	NG
37496	TZ
37497	ZA
37498	KE
37499	KE
37500	CG
37501	ZA
36904	KE
37502	MW
30996	ZA
37503	GM
37504	TN
37506	NG
37507	GH
37508	MR
37509	MZ
37510	SZ
37511	ZA
37512	GQ
37513	NA
37514	KE
37515	ZA
37516	UG
37517	CV
37518	SC
37520	ZA
37521	NG
37522	NG
37519	ZA
37523	ZA
37524	GM
37525	ZA
37526	BF
37527	ZA
37528	NG
37529	GQ
37531	NE
37532	ZM
327711	NE
37533	AO
37534	GH
37535	KE
37536	NG
36936	AO
37537	BW
37538	MU
37539	GH
37540	NG
37541	MR
37542	ZA
37543	KE
37544	TD
37545	BI
37546	ZA
37547	RW
37548	CG
37549	ZA
37550	CG
37551	TN
37552	GM
37553	SC
37554	ZW
22735	NA
37555	NG
37557	LR
37558	LY
37556	MZ
37559	GW
37560	LR
37561	ZA
37562	EG
37563	SO
37564	ZA
37565	NG
37566	LY
37567	NG
37568	ZW
37569	ZM
37570	GH
37571	CD
37572	LY
37573	CG
37574	EG
37575	CV
37576	TZ
37577	BF
37578	KE
37579	KE
37580	LR
37581	NG
37582	GA
37583	EG
37585	EG
37586	BI
37587	NG
37584	SS
37588	NG
37589	ZA
37590	AO
37591	NG
37592	TZ
37593	AO
37594	SS
37595	ZA
37278	TZ
37596	ZA
37597	ZA
37598	CD
37599	ZA
37664	EG
37451	CG
36872	NG
37665	GN
37666	ZA
37667	ZA
37669	GA
37670	ZA
37671	TN
37672	CM
37673	ZA
37674	MU
37675	ZA
37676	NG
37677	CD
37678	BW
37679	UG
37680	ZA
37682	NG
37683	UG
37684	KE
37685	KE
37686	NG
37687	NG
37601	KE
37602	TZ
37603	AO
37688	NG
37604	BW
37605	NG
37352	ZA
37606	LY
37607	TZ
37608	MG
37609	CD
37610	UG
37611	ZA
37612	GN
327693	ZA
37613	GH
37614	YT
37615	NG
37616	GA
37617	LS
37618	ZA
37619	RW
37620	CM
37621	ZA
37622	MU
37623	GH
37624	ZA
37625	GH
37626	NG
37627	ZA
37628	ZA
37629	NG
32842	CD
37630	ZA
37632	DZ
37633	DZ
37634	ZA
37631	SS
37635	MZ
37636	NG
37637	NG
37638	CD
37639	ZA
37640	ZA
37641	CM
37642	LS
37643	NG
37644	SO
37645	AO
37646	SS
37647	GH
37648	BF
37649	SN
37650	ZA
37651	MW
37652	ZA
37653	ZA
37654	RW
37655	BJ
37656	ZA
327712	DZ
327713	KE
37657	NG
37658	ZA
37659	TZ
37660	NG
37661	NG
37662	MU
37663	ZA
37668	ZA
37689	UG
37690	GH
37691	ZA
26130	NE
22690	RW
327714	TZ
327715	ZA
37325	GN
327716	BW
21242	SC
327717	UG
327718	TN
29338	GH
327719	GM
25726	ZA
327720	BI
327721	NG
327722	ML
21739	ZA
30982	TG
327724	UG
37693	TN
327725	ST
327726	ZA
327727	UG
327728	TZ
36977	UG
327729	NG
327730	TZ
327732	SO
327733	ZA
327734	BI
327735	NA
327736	LY
327737	ZA
327738	CD
37259	ZA
37695	BI
327740	KE
327741	CM
327742	SO
327743	CG
20180	SC
327744	UG
327745	ZA
327746	CI
327747	SO
327748	KE
327749	ZA
327750	ZA
327751	ZA
327752	LY
327754	ZA
327755	RW
327756	TD
327757	BW
37697	MZ
327759	MZ
37694	NA
37698	GM
37699	ZA
37700	ZA
37701	ZA
327760	BW
327762	SZ
327763	NG
37702	NG
327764	SO
327765	SZ
327766	KE
327767	ZA
327768	SO
327769	GW
327770	ZW
327771	TZ
327772	ZA
327773	CI
327774	TZ
327775	AO
327776	BW
37219	KE
37703	TN
327777	ZA
327778	TZ
327779	DJ
327761	ZA
327753	KE
327706	TZ
327780	KE
327702	SO
37076	NG
37033	CG
327781	ZA
327782	ZA
327783	ZA
36934	RW
327703	ZA
327784	NG
37215	MW
327785	ZA
327786	SS
327787	ZA
327788	AO
327789	KE
36895	ZA
327705	NG
327723	NG
327790	ZA
327791	ZA
327792	TZ
327793	KE
327794	ZA
327795	TZ
327796	GA
327797	CD
37185	ZM
327798	BI
327799	BI
327801	AO
37696	SZ
327802	TD
327803	NG
36974	CI
327804	ZA
327805	ZA
327806	AO
327807	NG
327808	ZA
327809	SN
327810	NG
327811	ZA
327812	ZA
327813	ZA
327814	GH
327815	NA
327816	SL
327817	ZA
36910	ZA
37705	TN
327818	BJ
327819	TZ
327820	CM
19832	ZA
327821	MU
327822	ZA
327823	NG
327824	ZA
327825	ZA
327826	ZA
327828	SO
327829	CG
327830	BW
33790	ZA
327831	DJ
327832	ZA
37706	TN
327833	AO
19676	MU
21280	MU
36942	MU
37707	SC
327835	ZA
327836	TD
327837	SC
327838	EG
327839	ZA
37708	MU
37709	TN
327840	ZA
327841	ZA
327842	NA
327843	NG
327844	TZ
327845	GH
327846	EG
327847	KE
327848	GH
327849	ZA
327850	ZA
327851	ZA
37710	TZ
327852	TZ
327853	GH
327854	GH
327855	TZ
327856	NG
327857	NG
327858	ZA
327859	TZ
327861	SC
327862	CV
327863	ZW
37711	BW
327864	TD
327865	NA
327866	MG
327867	ZA
327869	NG
327870	CD
327871	BF
327872	ZA
327873	MU
327874	RE
327876	GA
327877	DZ
327878	ZA
37288	SN
37712	MW
327879	CD
327875	CD
327880	ZA
327881	SD
37713	MW
327883	EG
327884	KE
327885	TZ
327887	LR
327888	TZ
327889	ZA
327890	GH
327891	NG
327892	ZA
327893	ZA
327894	ZA
327895	NG
327896	ZA
327897	ZA
327898	NG
327899	RW
327900	TZ
327901	ZA
327902	NG
327903	SL
327904	ZM
327905	TZ
327906	KE
327907	ZA
327908	ZA
327909	ZA
327910	ZA
327911	ZA
327912	TZ
36892	SS
37714	NG
327913	MU
327914	MU
327915	NG
327916	SS
327917	MA
327918	AO
327919	MU
327920	CM
327921	LY
37715	LR
327922	ZA
327923	ZA
327924	NG
327925	GH
327926	ZA
327927	KE
327928	GH
30997	GH
37211	SD
327929	DZ
327930	ZA
327931	DZ
327932	AO
327933	CD
327934	TN
327935	ZA
327936	ZA
327937	CD
327938	KE
327939	ZA
327940	NG
327941	MW
327942	NG
327943	ZA
327944	GH
327945	KE
327946	ZA
327947	GH
327948	KE
36913	MW
327949	ZA
327950	ZA
327951	MZ
327952	NG
327953	NG
327954	ZA
327955	GA
327956	RE
327957	ZA
327958	ZA
37121	ZA
327959	UG
327960	ZA
327961	ZA
327962	ZA
6089	ZA
6351	ZA
10393	ZA
10474	ZA
12258	ZA
327963	KE
327964	KE
327965	GH
327966	ZA
327967	ZA
327968	ZA
327969	TN
327970	KE
327971	ZW
37253	ZA
327972	KE
327973	UG
327974	CI
327975	TD
327976	ZA
327977	KE
36868	MU
327978	CD
327979	ZA
327980	ZA
327981	NG
327982	ZA
327983	ZA
327984	ZA
327985	NG
327986	NG
327987	ZA
37887	MG
327988	ZA
327989	MA
327990	SL
327991	ZA
327992	GH
327993	TZ
327994	KE
327995	ZA
327996	ZA
327997	KE
327998	ZA
327999	ZA
328000	CD
328001	ZA
328002	NG
328003	CD
328004	CD
328005	BF
328006	ZA
328007	ZM
328008	MR
328009	ZA
37716	BF
328010	BF
328011	EG
328013	ZA
328014	RW
328015	UG
328016	ZA
328017	TZ
37692	ZA
328018	TZ
37704	KE
328019	MU
328020	ZA
328021	TZ
37717	TN
37769	TZ
328022	TZ
328023	ZA
328024	ZA
328025	CI
328026	ZM
328027	NG
328028	ZA
328029	ZA
328030	ZA
328031	ZM
328032	ZA
328033	ZA
37770	KE
37771	BW
327696	BW
327697	RE
328034	NG
36924	BJ
327886	GH
328035	NG
328036	ZA
328037	ZA
328038	ZA
328039	ZA
328040	BF
328041	ZA
328042	AO
328043	ZA
328044	RW
328045	ZA
328046	AO
328047	ZA
328048	TN
328049	ZA
328050	NG
328051	ZA
328052	EG
328053	NG
328054	GH
328055	MA
328056	CM
328057	ZA
328058	ZA
26754	ZA
328059	ZA
36940	NG
37505	LS
328060	NG
328061	KM
328062	EG
328063	ZA
328064	ZA
328065	ZA
328066	MA
328067	EG
328068	ZA
37388	MU
328069	KE
328070	BW
328071	EG
328072	ZA
328073	LY
328074	ZA
328075	TZ
328076	GH
328077	ZA
328078	ZA
328079	CF
328080	NG
328081	NG
328082	ZA
328083	KE
328085	AO
328086	ZA
328087	KE
328088	ZW
328089	KE
37718	CM
328090	KE
328091	CM
328092	BJ
37476	UG
328093	KE
328094	KE
4622	ID
4620	HK
4671	KR
4613	NP
4609	MO
4670	KR
4615	PK
4614	HK
4616	HK
4863	PH
4617	BN
4624	HK
4618	TH
4619	HK
4621	TH
4623	HK
4627	HK
4672	JP
4673	JP
4674	JP
4675	JP
4676	JP
4677	JP
4678	JP
4679	JP
4680	JP
4681	JP
4682	JP
4683	JP
4684	JP
4685	JP
4686	JP
4687	JP
4688	JP
4689	JP
4690	JP
4691	JP
4692	JP
4693	JP
4694	JP
4695	JP
4696	JP
4697	JP
4698	JP
4699	JP
4700	JP
4701	JP
4702	JP
4703	JP
4704	JP
4705	JP
4706	JP
4707	JP
4708	JP
4709	JP
4710	JP
4711	JP
4712	JP
4713	JP
4714	JP
4715	JP
4716	JP
4717	JP
4718	JP
4719	JP
4720	JP
4721	JP
4722	JP
4723	JP
4724	JP
4725	JP
4726	JP
4727	JP
4728	JP
4729	JP
4730	JP
4731	JP
4732	JP
4733	JP
4734	JP
4735	JP
4625	HK
4626	HK
4632	AU
4668	KR
4630	HK
4633	HK
4612	HK
4669	KR
4848	HK
4635	HK
4736	AU
4638	FJ
4666	KR
4637	HK
4639	HK
4636	TW
4640	HK
4648	NZ
4650	HK
4641	HK
4642	HK
4645	HK
4654	HK
4649	HK
4658	HK
4664	KR
4663	KR
4799	CN
4771	NZ
4814	CN
4808	CN
4655	HK
4656	HK
4657	SG
4662	TW
4737	AU
4738	AU
4659	CN
4739	AU
4772	SG
4849	HK
4740	AU
4660	KR
4798	CN
4767	TH
4742	AU
4745	KR
4744	AU
4746	HK
4748	HK
4747	TW
4750	TH
4752	AU
4753	KR
4766	KR
4755	IN
4756	KR
4757	KR
4759	PH
4760	HK
4780	TW
4781	TW
4782	TW
4783	TW
4741	TH
4761	ID
4763	NZ
4762	TH
4852	AU
4775	PH
4854	AU
4776	TH
4847	CN
4790	KR
4791	KR
4792	KR
4793	KR
4787	ID
4788	MY
4789	CN
4794	AU
4795	ID
4796	ID
4804	AU
4802	AU
4855	ID
4860	AU
4859	CN
4800	ID
7469	AU
7468	HK
7470	TH
7472	SG
7473	SG
7474	AU
7477	AU
7478	TW
7480	TW
7481	TW
7482	TW
7483	TW
7479	HK
7484	HK
7485	TH
7486	AU
7500	JP
7501	JP
7502	JP
7503	JP
7504	JP
7505	JP
7506	JP
7507	JP
7508	JP
7509	JP
7510	JP
7511	JP
7512	JP
7513	JP
7514	JP
7515	JP
7516	JP
7517	JP
7518	JP
7519	JP
7520	JP
7521	JP
7522	JP
7523	JP
7524	JP
7525	JP
7526	JP
7527	JP
7528	JP
7529	JP
7530	JP
7531	JP
7491	PH
7492	AU
7493	HK
7532	TW
7533	TW
7534	TW
7535	TW
7536	TW
7537	TW
7538	TW
7539	TW
7495	PH
7496	AU
7497	CN
7498	AU
7499	HK
7540	HK
7541	TW
7542	AU
7545	AU
7549	CN
7555	AU
7556	AU
7557	KR
7558	KR
7559	KR
7560	KR
7561	KR
7562	KR
7563	KR
7564	KR
7567	AU
7568	TH
7576	CN
7577	HK
7581	HK
7586	AU
7587	ID
7590	PK
7589	SE
7588	TH
7596	TH
7597	ID
7604	AU
7603	AU
7607	AU
7608	AU
7605	AU
7606	AU
7609	AU
7610	SG
7612	AU
7614	HK
7616	TH
7618	TW
7620	KR
7621	KR
7622	KR
7623	KR
7624	KR
7625	KR
7626	KR
7627	KR
7629	PH
7630	TH
7633	IN
7634	SG
7637	AU
7636	TH
7638	CN
7639	CN
7640	CN
7641	CN
7642	MV
7643	VN
7645	AU
7644	AU
7646	HK
7647	AU
7648	AU
7653	AU
7652	AU
7654	TH
7649	TW
7655	TW
7656	TW
7657	NZ
7658	SG
7660	JP
7661	JP
7662	JP
7663	JP
7664	JP
7665	JP
7666	JP
7667	JP
7668	JP
7669	JP
7670	JP
7671	JP
7672	JP
7673	JP
7674	JP
7675	JP
7676	JP
7677	JP
7678	JP
7679	JP
7680	JP
7681	JP
7682	JP
7683	JP
7684	JP
7685	JP
7686	JP
7687	JP
7688	JP
7689	JP
7690	JP
7691	JP
7659	HK
7694	AU
7692	CN
7693	TH
7697	AU
7698	AU
7705	HK
7706	AU
7708	TW
7709	TW
7710	TW
7711	TW
7707	PH
7713	ID
7714	NZ
7716	AU
7715	TH
7722	AU
9261	AU
9262	AU
9270	KR
9271	KR
9272	KR
9273	KR
9274	KR
9275	KR
9276	KR
9277	KR
9263	HK
9264	TW
9265	AU
9268	AU
9267	AU
9278	AU
9269	HK
9280	AU
9279	AU
9282	AU
9284	AU
9287	TH
9291	AU
9292	SG
9293	HK
9294	AU
9295	AU
9297	AU
9296	AU
9299	PH
9305	CN
9306	CN
9307	CN
9308	CN
9300	AU
9301	AU
9302	AU
9303	NZ
9304	HK
9309	AU
9311	TW
9313	AU
9314	AU
9316	KR
9317	KR
9318	KR
9319	KR
9320	KR
9321	KR
9322	KR
9323	KR
9324	AU
9326	ID
9325	NZ
9328	AU
9333	AU
9331	AU
9330	AU
9334	PH
4768	NZ
9338	NZ
9340	ID
9342	AU
9344	NZ
9345	NZ
9346	TW
9348	AU
9381	HK
9349	JP
9350	JP
9351	JP
9352	JP
9353	JP
9354	JP
9355	JP
9356	JP
9357	JP
9358	JP
9359	JP
9360	JP
9361	JP
9362	JP
9363	JP
9364	JP
9365	JP
9366	JP
9367	JP
9368	JP
9369	JP
9370	JP
9371	JP
9372	JP
9373	JP
9374	JP
9375	JP
9376	JP
9377	JP
9378	JP
9379	JP
9380	JP
9382	AU
9384	AU
9386	PH
9388	CN
9389	CN
9390	CN
9391	CN
9392	CN
9393	CN
9394	CN
9395	CN
9397	TH
9398	AU
9400	AU
9408	AU
9409	HK
9411	TH
9415	TW
9416	TW
9421	AU
9420	HK
9419	SG
9423	AU
9424	AU
9425	PH
9426	AU
9430	IN
9431	NZ
9432	NZ
9433	NZ
9434	SG
9436	NZ
9437	AU
9438	AU
9439	NZ
9440	HK
9443	AU
9442	PH
9444	HK
9446	AU
9445	NZ
9447	AU
9448	ID
9449	AU
9452	KR
9453	KR
9454	KR
9455	KR
9456	KR
9457	KR
9458	KR
9459	KR
9461	AU
9463	AU
9464	TH
9465	AU
9467	AU
9468	HK
9466	JP
9469	NZ
9470	NZ
9471	PF
9473	AU
9474	HK
9475	TH
9476	AU
9477	AU
9478	HK
9480	AU
9481	AU
9482	AU
9485	AU
9487	KR
9488	KR
9489	KR
9490	KR
9491	KR
9492	KR
9493	KR
9494	KR
9486	TH
9496	AU
9497	PH
9498	IN
9500	NZ
9502	HK
9495	NZ
9505	TW
9506	SG
9508	AU
9509	AU
9510	AU
9513	HK
9514	AU
9515	PH
9518	AU
9519	AU
4811	CN
9520	HK
9521	KR
9522	KR
9523	KR
9524	KR
9525	KR
9526	KR
9527	KR
9528	KR
9529	KR
9530	KR
9531	KR
9532	KR
9533	TH
9534	MY
9536	HK
9538	HK
9539	TW
9541	PK
9543	AU
9544	AU
9547	AU
9546	TH
9549	AU
9548	GU
9550	AU
9551	TH
9553	AU
9556	AU
9555	AU
9557	PK
9559	NZ
9560	NZ
9563	AU
9562	TH
9565	AU
9564	AU
9568	KR
9569	KR
9570	KR
9571	KR
9572	KR
9573	KR
9574	KR
9575	KR
9576	KR
9577	KR
9578	KR
9579	KR
9583	IN
9584	HK
9585	AU
9586	HK
9588	AU
9590	HK
9589	HK
9591	JP
9592	JP
9593	JP
9594	JP
9595	JP
9596	JP
9597	JP
9598	JP
9599	JP
9600	JP
9601	JP
9602	JP
9603	JP
9604	JP
9605	JP
9606	JP
9607	JP
9608	JP
9609	JP
9610	JP
9611	JP
9612	JP
9613	JP
9614	JP
9615	JP
9616	JP
9617	JP
9618	JP
9619	JP
9620	JP
9621	JP
9622	JP
9623	AU
9624	AU
9627	AU
9628	KR
9629	KR
9630	KR
9631	KR
9632	KR
9633	KR
9634	KR
9635	KR
9636	KR
9637	KR
9638	KR
9639	KR
9640	KR
9641	KR
9642	KR
9643	KR
9644	KR
9645	KR
9646	KR
9647	KR
9648	AU
9650	AU
9657	ID
9658	PH
9656	SG
9659	AU
9660	HK
9663	AU
9662	NZ
9664	AU
9665	HK
9668	AU
9667	AU
9670	PH
9673	AU
9674	TW
9675	TW
9676	TW
9677	TW
9678	TW
9679	TW
9680	TW
9681	TW
9683	KR
9684	KR
9685	KR
9686	KR
9687	KR
9688	KR
9689	KR
9690	KR
9691	KR
9692	KR
9693	KR
9694	KR
9695	KR
9696	KR
9697	KR
9698	KR
9699	KR
9700	KR
9701	KR
9702	KR
9703	KR
9704	KR
9705	KR
9706	KR
9707	KR
9708	KR
9709	KR
9710	KR
9711	KR
9712	KR
9713	AU
9715	TH
9716	AU
9717	AU
9719	SG
9720	AU
9723	AU
9724	AU
9725	AU
9726	HK
9727	NZ
9729	HK
9734	AU
9732	HK
9738	AU
9736	NZ
9737	TH
9741	TH
9743	AU
9746	AU
9745	AU
9750	NZ
9751	AS
9753	KR
9754	KR
9755	KR
9756	KR
9757	KR
9758	KR
9759	KR
9760	KR
9761	KR
9762	KR
9763	KR
9764	KR
9765	KR
9766	KR
9767	KR
9768	KR
9769	KR
9770	KR
9771	KR
9772	KR
9773	KR
9774	KR
9775	KR
9776	KR
9777	KR
9778	KR
9779	KR
9780	KR
9781	KR
9782	KR
9783	KR
9784	KR
9786	AU
9787	AU
9789	MN
9790	NZ
9791	ID
9792	AU
9793	HK
9794	ID
9796	IN
9797	AU
9910	IN
9820	AU
9822	AU
9821	PH
9824	JP
9826	HK
9828	HK
9829	IN
9830	IN
9831	TW
9832	BD
9833	MY
1221	AU
9835	TH
9837	AU
9839	MP
9840	KR
9841	KR
9842	KR
9843	KR
9844	KR
9845	KR
9846	KR
9847	KR
9848	KR
9849	KR
9850	KR
9851	KR
9852	KR
9853	KR
9854	KR
9855	KR
9856	KR
9857	KR
9858	KR
9859	KR
9860	KR
9861	KR
9862	KR
9863	KR
9864	KR
9865	KR
